tên đường,bắt đầu,kết thúc,giá đất ở v1,giá đất ở v2,giá đất ở v3,giá đất ở v4,giá đất thương mai v1,giá đất thương mại v2,giá đất thương mại v3,giá đất thương mại v4,giá đất kinh doanh phi nông nghiệp v1,giá đất kinh doanh phi nông nghiệp v2,giá đất kinh doanh phi nông nghiệp v3,giá đất kinh doanh phi nông nghiệp v4,quận
nguyen khang,Đường mới Chạy dọc sông Tô Lịch,Đường mới Chạy dọc sông Tô Lịch,32200,18032,14812,13202,19964,11180,9183,8185,16698,9979,8390,7535,cau giay
nguyen khang,Đường cũ qua khu dân cư,Đường cũ qua khu dân cư,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
nguyen khanh toan,Đầu đường,Cuối đường,41760,22550,18374,16286,25891,13981,11392,10098,21363,12160,10024,8915,cau giay
nguyen ngoc vu,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
nguyen phong sac,Hoàng Quốc Việt,Xuân Thủy,37120,20416,16704,14848,23014,12658,10356,9206,18898,10927,9202,8216,cau giay
nguyen quoc tri,Đầu đường,Cuối đường,29120,16307,13395,11939,18054,10110,8305,7480,15073,9202,7694,6981,cau giay
nguyen thi dinh,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,33350,18676,15341,13674,20677,11579,9511,8478,17105,10182,8553,7657,cau giay
nguyen thi thap,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,cau giay
nguyen van huyen,Đầu đường,Cuối đường,37120,20416,16704,14848,23014,12658,10356,9206,18898,10927,9202,8216,cau giay
pham hung,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,44800,23744,19264,17024,27776,14721,11944,10555,23006,12772,10472,9281,cau giay
pham than duat,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
pham tuan tai,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
pham van bach,Đầu đường,Cuối đường,40250,21735,16675,15698,24955,13476,10339,9732,20363,11648,9612,8553,cau giay
pham van dong,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,42920,23177,18885,16739,26610,14370,11709,10378,22184,12571,10353,9202,cau giay
phan van truong,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
duong khue,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,cau giay
phung chi kien,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16698,9979,8390,7535,cau giay
quan hoa,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
quan nhan,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,cau giay
thanh thai,Đầu đường,Cuối đường,34800,19140,15660,13920,21576,11867,9709,8630,18076,10599,8874,7969,cau giay
tho thap,Đầu đường,Cuối đường,32480,18189,14941,13317,20138,11277,9263,8256,16659,9916,8329,7457,cau giay
to hieu,Đầu đường,Cuối đường,34800,19140,15660,13920,21576,11867,9709,8630,18076,10599,8874,7969,cau giay
ton that thuyet,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,40600,21924,17864,15834,25172,13593,11076,9817,20540,11750,9695,8627,cau giay
tran binh,Hồ Tùng Mậu,Chợ Tạm,26680,15208,12540,11206,16542,9429,7775,6947,12324,8011,6902,6162,cau giay
tran cung (doan 69 cu),Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,29000,16240,13340,11890,17980,10069,8271,7372,14789,9202,7723,6984,cau giay
tran dang ninh,Đầu đường,Cuối đường,41760,22550,18374,16286,25891,13981,11392,10098,21363,12160,10024,8915,cau giay
tran duy hung,Đầu đường,Cuối đường,55680,28954,23386,20602,34522,17951,14499,12773,27935,14726,11962,10251,cau giay
tran kim xuyen,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16698,9979,8390,7535,cau giay
tran quoc hoan,Đầu đường,Cuối đường,33350,18676,15341,13674,20677,11579,9511,8478,17105,10182,8553,7657,cau giay
tran quoc vuong,Đầu đường,Cuối đường,30160,16890,13874,12366,18699,10472,8602,7667,15611,9531,7969,7230,cau giay
tran quy kien,Đầu đường,Cuối đường,33350,18676,15341,13674,20677,11579,9511,8478,17105,10182,8553,7657,cau giay
tran thai tong,Ngã tư Xuân Thủy,Tôn Thất Thuyết,40600,21924,17864,15834,25172,13593,11076,9817,20540,11750,9695,8627,cau giay
tran tu binh,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,cau giay
tran vy,Đầu đường,Cuối đường,36800,20240,16560,14720,22816,12549,10267,9126,18735,10833,9123,8145,cau giay
trung hoa,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16698,9979,8390,7535,cau giay
trung kinh,Đầu đường,Vũ Phạm Hàm,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,cau giay
trung kinh,Vũ Phạm Hàm,Cuối đường,40250,21735,17710,15698,24955,13476,10980,9732,20363,11648,9612,8553,cau giay
truong cong giai,Đầu đường,Cuối đường,33640,18838,15474,13792,20857,11680,9594,8551,17254,10271,8627,7723,cau giay
tu mo,Đầu đường,Cuối đường,29000,16240,13340,11890,17980,10069,8271,7372,14874,8854,7437,6658,cau giay
vo chi cong,Đoạn qua quận Cầu Giấy,Đoạn qua quận Cầu Giấy,41760,22550,18374,16286,25891,13981,11392,10098,21363,12160,10024,8915,cau giay
vu pham ham,Đầu đường,Cuối đường,40250,21735,17710,15698,24955,13476,10980,9732,20363,11648,9612,8553,cau giay
xuan thuy,Đầu đường,Cuối đường,45240,24430,19906,17644,28049,15146,12341,10939,23005,12899,10599,9448,cau giay
yen hoa,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,cau giay
bui xuong trach,Đầu đường,Cuối đường,24150,13766,11351,10143,14973,8535,7037,6289,11403,7697,6679,5929,thanh xuan
chinh kinh,Đầu đường,Cuối đường,25300,14421,11592,10350,15686,8941,7187,6417,12218,7942,6843,6109,thanh xuan
cu chinh lan,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,thanh xuan
cu loc,Đầu đường,Cuối đường,25300,14421,11592,10350,15686,8941,7187,6417,12218,7942,6843,6109,thanh xuan
dinh cong,Địa phận quận Thanh Xuân,Địa phận quận Thanh Xuân,30160,16890,13874,12366,18699,10472,8602,7667,14661,9123,7657,6924,thanh xuan
giai phong (di qua tau),Trường Chinh,Hết địa phận quận Thanh Xuân,37760,20768,16992,15104,23411,12876,10535,9364,16433,9860,8299,7476,thanh xuan
giai phong (phia doi dien tau),Trường Chinh,Hết địa phận quận Thanh Xuân,55460,28839,23293,20520,34385,17880,14442,12722,23828,13229,10846,9613,thanh xuan
giap nhat,Đầu đường,Cuối đường,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,thanh xuan
ha dinh,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,thanh xuan
hoang dao thanh,Đầu đường,Cuối đường,24150,13766,11351,10143,14973,8535,7037,6289,11403,7697,6679,5929,thanh xuan
hoang dao thuy,Địa phận quận Thanh Xuân,Địa phận quận Thanh Xuân,45240,24430,19906,17644,28049,15146,12341,10939,23005,12899,10599,9448,thanh xuan
hoang minh giam,Địa phận quận Thanh Xuân,Địa phận quận Thanh Xuân,33640,18838,15474,13792,20857,11680,9594,8551,17105,10182,8553,7657,thanh xuan
hoang ngan,Hoàng Đạo Thúy,Lê Văn Lương,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
hoang ngan,Lê Văn Lương,Quan Nhân,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,thanh xuan
hoang van thai,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,thanh xuan
khuat duy tien,Đầu đường,Cuối đường,45240,24430,19906,17644,28049,15146,12341,10939,23005,12899,10599,9448,thanh xuan
khuong dinh,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,thanh xuan
khuong ha,Đầu đường,Cuối đường,24150,13766,11351,10143,14973,8535,7037,6289,11403,7697,6679,5929,thanh xuan
khuong trung,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
kim giang,Địa phận quận Thanh Xuân,Địa phận quận Thanh Xuân,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,thanh xuan
le trong tan,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16291,9775,8227,7412,thanh xuan
le van luong,Giáp quận Cầu Giấy,Khuất Duy Tiến,53360,27747,22411,19743,33083,17203,13895,12241,25470,13885,11297,9860,thanh xuan
le van thiem,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
luong the vinh,Địa phận quận Thanh Xuân,Địa phận quận Thanh Xuân,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
ngo 1 quan nhan,phố Quan Nhân,Cuối đường,20700,12213,10143,9108,12834,7572,6289,5647,10031,7022,6173,5316,thanh xuan
nguy nhu kon tum,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
nguyen huy tuong,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
nguyen ngoc nai,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,thanh xuan
nguyen quy duc,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
nguyen thi dinh,Địa phận quận Thanh Xuân,Địa phận quận Thanh Xuân,33350,18676,15341,13674,20677,11579,9511,8478,17105,10182,8553,7657,thanh xuan
nguyen thi thap,Địa phận quận Thanh Xuân,Địa phận quận Thanh Xuân,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
nguyen trai,Ngã Tư Sở,Cầu mới,48160,25525,20709,18301,29859,15825,12839,11346,24592,13406,10908,9520,thanh xuan
nguyen trai,Cầu mới,Hết địa bàn quận Thanh Xuân,39200,21168,17248,15288,24304,13124,10694,9479,19832,11344,9361,8329,thanh xuan
nguyen tuan,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16291,9775,8227,7412,thanh xuan
nguyen van troi,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
nguyen viet xuan,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,thanh xuan
nguyen xien,Địa bàn quận Thanh Xuân,Địa bàn quận Thanh Xuân,40320,21773,17741,15725,24998,13499,10999,9749,20626,11741,9678,8607,thanh xuan
nhan hoa,Đầu đường,Cuối đường,25300,14421,11592,10350,15686,8941,7187,6417,12218,7942,6843,6109,thanh xuan
phan dinh giot,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,thanh xuan
nguyen lan,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,thanh xuan
phuong liet,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,thanh xuan
quan nhan,Địa phận quận Thanh Xuân,Địa phận quận Thanh Xuân,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
thuong dinh,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,thanh xuan
to huu,Khuất Duy Tiến,Hết địa phận Thanh Xuân,42920,23177,18885,16739,26610,14370,11709,10378,22184,12571,10353,9202,thanh xuan
to vinh dien,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,thanh xuan
trieu khuc,Đầu đường,Cuối đường,25300,14421,11592,10350,15686,8941,7187,6417,12218,7942,6843,6109,thanh xuan
truong chinh,Ngã Tư Sở,Ngã 3 Tôn Thất Tùng,49880,26436,21448,18954,30926,16391,13298,11752,25470,13885,11297,9860,thanh xuan
truong chinh,Ngã 3 Tôn Thất Tùng,Ngã Tư Vọng,46400,24592,19952,17632,28768,15247,12370,10932,23828,13229,10846,9613,thanh xuan
pho vong,Địa bàn quận Thanh Xuân,Địa bàn quận Thanh Xuân,41760,22550,18374,16286,25891,13981,11392,10098,21363,12160,10024,8915,thanh xuan
vu huu,Đầu đường,Cuối đường,25300,14421,11592,10350,15686,8941,7187,6417,12218,7942,6843,6109,thanh xuan
vu tong phan,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,thanh xuan
vu trong phung,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,thanh xuan
vuong thua vu,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,thanh xuan
